Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
inner ear auditory receptor cell differentiation (GO:0042491)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SLC4A7
ISG15-protein conjugation (GO:0032020)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	UBE2E2
isoleucine metabolic process (GO:0006549)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SDS
leucine transport (GO:0015820)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SLC7A8
lymphocyte apoptotic process (GO:0070227)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	TNFRSF21
macrophage derived foam cell differentiation (GO:0010742)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	STAT1
membrane raft assembly (GO:0001765)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	EMP2
mesenchymal cell differentiation involved in kidney development (GO:0072161)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	STAT1
mitochondrial protein catabolic process (GO:0035694)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	PISD
molybdopterin cofactor biosynthetic process (GO:0032324)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	NFS1
monoubiquitinated protein deubiquitination (GO:0035520)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	USP1
multinuclear osteoclast differentiation (GO:0072674)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	TNFRSF11A
negative regulation of anion transport (GO:1903792)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SFRP4
negative regulation of CD8-positive, alpha-beta T cell activation (GO:2001186)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	VSIR
negative regulation of cytosolic calcium ion concentration (GO:0051481)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	ATP2B1
negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	TGM2
negative regulation of fat cell proliferation (GO:0070345)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	E2F1
negative regulation of glycogen biosynthetic process (GO:0045719)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	PASK
negative regulation of histone H3-K9 methylation (GO:0051573)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	BRCA1
negative regulation of meiotic cell cycle (GO:0051447)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	FBXO5
negative regulation of SMAD protein signal transduction (GO:0060392)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	CILP
neuroblast proliferation (GO:0007405)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	EML1
nuclear polyadenylation-dependent ncRNA catabolic process (GO:0071046)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	EXOSC9
nuclear polyadenylation-dependent rRNA catabolic process (GO:0071035)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	EXOSC9
nuclear polyadenylation-dependent tRNA catabolic process (GO:0071038)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	EXOSC9
oxygen homeostasis (GO:0032364)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SOD2
piRNA biosynthetic process (GO:1990511)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	MYBL1
plasma membrane raft assembly (GO:0044854)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	EMP2
positive regulation of autophagosome maturation (GO:1901098)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	CALCOCO2
positive regulation of endothelial cell development (GO:1901552)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	F11R
positive regulation of establishment of endothelial barrier (GO:1903142)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	F11R
positive regulation of fever generation (GO:0031622)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	TNFRSF11A
positive regulation of gluconeogenesis (GO:0045722)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	NNMT
positive regulation of toll-like receptor 2 signaling pathway (GO:0034137)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	MFHAS1
positive regulation of Wnt signaling pathway, planar cell polarity pathway (GO:2000096)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	RSPO3
proline transport (GO:0015824)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SLC1A4
protein localization to perinuclear region of cytoplasm (GO:1905719)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SQSTM1
purine nucleobase transport (GO:0006863)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SLC29A2
purine ribonucleoside bisphosphate biosynthetic process (GO:0034036)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	PAPSS2
purine ribonucleoside catabolic process (GO:0046130)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	XDH
regulation of cardiac muscle hypertrophy in response to stress (GO:1903242)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	ATP2B4
regulation of cellular response to hypoxia (GO:1900037)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	ROCK2
regulation of centriole elongation (GO:1903722)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	CENPJ
regulation of extracellular exosome assembly (GO:1903551)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SDC4
regulation of glomerular filtration (GO:0003093)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	EMP2
regulation of glucagon secretion (GO:0070092)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	PASK
regulation of hematopoietic stem cell proliferation (GO:1902033)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	ACE
regulation of keratinocyte apoptotic process (GO:1902172)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SFRP4
regulation of macrophage proliferation (GO:0120040)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	PTK2
regulation of nitric oxide mediated signal transduction (GO:0010749)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	ATP2B4
regulation of response to reactive oxygen species (GO:1901031)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	FBLN5
regulation of superoxide metabolic process (GO:0090322)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	FBLN5
regulation of type B pancreatic cell proliferation (GO:0061469)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SGPP2
regulation of ventricular cardiac muscle cell membrane depolarization (GO:0060373)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	GPD1L
renal filtration cell differentiation (GO:0061318)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	BASP1
renal system process involved in regulation of blood volume (GO:0001977)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	EMP2
response to heparin (GO:0071503)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	SFRP1
retinal ganglion cell axon guidance (GO:0031290)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	PTPRM
signal complex assembly (GO:0007172)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	PXN
skeletal muscle thin filament assembly (GO:0030240)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	ACTC1
transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000972)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	NUP107
tRNA surveillance (GO:0106354)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	EXOSC9
vocal learning (GO:0042297)	1/6	0.20371454378055714	0.4992007187729148	0	0	5.174731182795699	8.233181326609241	STRA6
negative regulation of protein catabolic process (GO:0042177)	3/42	0.2052046099712975	0.5013363568402008	0	0	1.992121086460709	3.1550171891837655	RGP1;ROCK1;DAB2IP
positive regulation of ATPase activity (GO:0032781)	3/42	0.2052046099712975	0.5013363568402008	0	0	1.992121086460709	3.1550171891837655	MSH6;MSH2;UHRF1
positive regulation of protein tyrosine kinase activity (GO:0061098)	3/42	0.2052046099712975	0.5013363568402008	0	0	1.992121086460709	3.1550171891837655	ADAM17;ACE;LRP8
regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	3/42	0.2052046099712975	0.5013363568402008	0	0	1.992121086460709	3.1550171891837655	DESI1;PTK2B;PTK2
actin filament organization (GO:0007015)	8/152	0.2069484640877841	0.5052160546480392	0	0	1.440600030152269	2.2693563135495896	TMOD1;MARCKSL1;ACTC1;NEBL;MYO5B;SHROOM3;EMP2;CGNL1
amyloid fibril formation (GO:1990000)	4/63	0.20738639381008594	0.5055238261145102	0	0	1.7563073263340883	2.762972787261441	BACE1;FGA;SAA1;TSPAN5
positive regulation of DNA metabolic process (GO:0051054)	4/63	0.20738639381008594	0.5055238261145102	0	0	1.7563073263340883	2.762972787261441	PCNA;RAD51;BRCA1;NPAS2
endomembrane system organization (GO:0010256)	10/199	0.2093460680476882	0.5073688605379268	0	0	1.372493971133427	2.1462601874022993	SRGN;GOLPH3;ALS2CL;GBF1;TRAPPC11;TLCD2;A4GALT;SQSTM1;CLASP1;SEC31A
blood vessel endothelial cell migration (GO:0043534)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	GREM1;EMP2
hexose transmembrane transport (GO:0008645)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	SLC2A14;SLC45A1
hyaluronan metabolic process (GO:0030212)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	CHP1;CD44
membrane protein ectodomain proteolysis (GO:0006509)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	BACE1;ADAM17
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	CRY1;MET
negative regulation of GTPase activity (GO:0034260)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	DAB2IP;F11R
negative regulation of intracellular protein transport (GO:0090317)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	BARD1;CHP1
positive regulation of histone acetylation (GO:0035066)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	MUC1;BRCA1
positive regulation of JUN kinase activity (GO:0043507)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	DAB2IP;TNFRSF11A
positive regulation of protein autophosphorylation (GO:0031954)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	GREM1;ACE
positive regulation of receptor internalization (GO:0002092)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	GREM1;SFRP4
positive regulation of transcription by RNA polymerase I (GO:0045943)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	DDX11;PHF8
regulation of mononuclear cell migration (GO:0071675)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	LYN;PTK2
regulation of neural precursor cell proliferation (GO:2000177)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	KDM2B;NES
regulation of SMAD protein signal transduction (GO:0060390)	2/23	0.2106472813954502	0.5073688605379268	0	0	2.4654233160289687	3.8400698786299787	CILP;JAK2
regulation of response to external stimulus (GO:0032101)	7/130	0.211462425686861	0.5089541084460307	0	0	1.475356379580056	2.292272939880729	ANXA1;IL1R1;TRAF3;PDE6A;EPHB2;JAK2;LRP8
development of primary male sexual characteristics (GO:0046546)	3/43	0.21495874985551716	0.5091751616738756	0	0	1.9422169811320755	2.985787898310917	MSH2;NCOA4;NR0B1
lipid modification (GO:0030258)	3/43	0.21495874985551716	0.5091751616738756	0	0	1.9422169811320755	2.985787898310917	ALOX15B;SGPP2;PLPP1
male gonad development (GO:0008584)	3/43	0.21495874985551716	0.5091751616738756	0	0	1.9422169811320755	2.985787898310917	MSH2;NCOA4;NR0B1
positive regulation of neuron differentiation (GO:0045666)	3/43	0.21495874985551716	0.5091751616738756	0	0	1.9422169811320755	2.985787898310917	MMD;NRCAM;NBL1
regulation of carbohydrate catabolic process (GO:0043470)	3/43	0.21495874985551716	0.5091751616738756	0	0	1.9422169811320755	2.985787898310917	NUP205;NUP107;PRKAG2
regulation of cell-cell adhesion (GO:0022407)	3/43	0.21495874985551716	0.5091751616738756	0	0	1.9422169811320755	2.985787898310917	CDH1;PTK2;PTPRG
regulation of purine nucleotide metabolic process (GO:1900542)	3/43	0.21495874985551716	0.5091751616738756	0	0	1.9422169811320755	2.985787898310917	NUP205;NUP107;PRKAG2
transport across blood-brain barrier (GO:0150104)	5/86	0.216941835521167	0.5091751616738756	0	0	1.5994327660994327	2.4441347958378636	SLC6A6;SLC7A8;ATP2B4;SLC1A4;SLC29A2
post-translational protein modification (GO:0043687)	16/345	0.21816161340285062	0.5091751616738756	0	0	1.2625697858164366	1.92228667076561	FGA;IGFBP5;DSCC1;IGFBP3;ZBTB16;ESCO2;PRSS23;LTBP1;KLHL20;C3;SOCS3;VCAN;APOL1;COPS8;DTL;ASB1
regulation of protein ubiquitination (GO:0031396)	6/109	0.22105107500119592	0.5091751616738756	0	0	1.5096758936899772	2.278646664715565	FANCI;IVNS1ABP;CRY1;CHP1;BRCA1;SQSTM1
negative regulation of gene expression (GO:0010629)	15/322	0.22248025324217244	0.5091751616738756	0	0	1.2682165008254875	1.9060240509949482	SRGN;HELLS;CENPV;IGFBP5;ROCK2;ATP2B4;ATP2B1;TYMS;SFRP1;RBL1;CILP;ATOH8;XDH;EZH2;ASB1
steroid biosynthetic process (GO:0006694)	4/65	0.2231559398979045	0.5091751616738756	0	0	1.6985464923342404	2.547623505174409	HSD11B1;PRKAG2;HSD17B4;OSBPL1A
sodium ion transmembrane transport (GO:0035725)	5/87	0.2237229868094084	0.5091751616738756	0	0	1.5798450889914304	2.3655757648841362	SLC6A6;SCNN1B;SCNN1A;ATP1A1;ASIC2
apoptotic nuclear changes (GO:0030262)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	TOP2A;HMGB2
cardiac muscle cell development (GO:0055013)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	ACTC1;SORBS2
cellular response to catecholamine stimulus (GO:0071870)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	ATP2B4;TGM2
endocrine system development (GO:0035270)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	NR0B1;STRA6
extracellular matrix assembly (GO:0085029)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	PXDN;FBLN5
histone monoubiquitination (GO:0010390)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	KDM2B;UHRF1
immune response-activating cell surface receptor signaling pathway (GO:0002429)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	LYN;C5AR1
leukotriene metabolic process (GO:0006691)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	GGT5;ALOX5AP
negative regulation of protein tyrosine kinase activity (GO:0061099)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	CBLB;PTK6
phospholipid catabolic process (GO:0009395)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	SMPD1;PRDX6
porphyrin-containing compound biosynthetic process (GO:0006779)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	COX10;NFE2L1
positive regulation of cell-substrate junction organization (GO:0150117)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	SFRP1;ROCK1
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	CDKN1C;ADAM17
positive regulation of p38MAPK cascade (GO:1900745)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	MFHAS1;XDH
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	CDKN1C;ADAM17
purine nucleotide metabolic process (GO:0006163)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	PRPS1;XDH
regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	DAB2IP;ITGA5
response to gamma radiation (GO:0010332)	2/24	0.2244981673914935	0.5091751616738756	0	0	2.3532362657530896	3.5154707947303945	FANCD2;CRYAB
hexose biosynthetic process (GO:0019319)	3/44	0.22480835279468725	0.5091751616738756	0	0	1.8947472224048385	2.827923502319522	GOT1;CRY1;SLC25A12
intracellular steroid hormone receptor signaling pathway (GO:0030518)	3/44	0.22480835279468725	0.5091751616738756	0	0	1.8947472224048385	2.827923502319522	NCOA4;PMEPA1;PLPP1
metal ion homeostasis (GO:0055065)	3/44	0.22480835279468725	0.5091751616738756	0	0	1.8947472224048385	2.827923502319522	SLC7A8;SCNN1B;SCNN1A
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	3/44	0.22480835279468725	0.5091751616738756	0	0	1.8947472224048385	2.827923502319522	ITGA1;DAB2IP;CBLB
positive regulation of osteoblast differentiation (GO:0045669)	3/44	0.22480835279468725	0.5091751616738756	0	0	1.8947472224048385	2.827923502319522	ZHX3;CCN4;FBXO5
positive regulation of receptor-mediated endocytosis (GO:0048260)	3/44	0.22480835279468725	0.5091751616738756	0	0	1.8947472224048385	2.827923502319522	C3;GREM1;SFRP4
protein K63-linked ubiquitination (GO:0070534)	3/44	0.22480835279468725	0.5091751616738756	0	0	1.8947472224048385	2.827923502319522	TRAF3;UBE2E2;BFAR
cellular response to oxygen-containing compound (GO:1901701)	15/323	0.2259143500417412	0.5091751616738756	0	0	1.2640322006760363	1.8803734594478154	LYN;IGFBP5;FZD4;ROCK2;PXN;DAB2IP;HMGB2;ATP2B4;PTK6;CXCL5;SFRP1;CDK2;SIRPA;PTK2B;TGM2
cellular divalent inorganic cation homeostasis (GO:0072503)	6/111	0.23316421512413735	0.5091751616738756	0	0	1.4807655132418327	2.1560127825134696	STIM1;EDN3;ATP2B4;MT1X;ATP2B1;SLC8B1
aldehyde biosynthetic process (GO:0046184)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	PNPO
ammonium transport (GO:0015696)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	RHCG
AV node cell to bundle of His cell communication (GO:0086067)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	GJC1
axon ensheathment in central nervous system (GO:0032291)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	B4GALT5
cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	PKP2
cardiolipin biosynthetic process (GO:0032049)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	CRLS1
catecholamine catabolic process (GO:0042424)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	MAOA
cation homeostasis (GO:0055080)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	SLC7A8
cellular ion homeostasis (GO:0006873)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	RHCG
cellular response to laminar fluid shear stress (GO:0071499)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	ASS1
cellular response to monoamine stimulus (GO:0071868)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	TGM2
cellular response to prostaglandin E stimulus (GO:0071380)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	SFRP1
collagen-activated tyrosine kinase receptor signaling pathway (GO:0038063)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	UBASH3B
complement activation, alternative pathway (GO:0006957)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	C3
cyclic nucleotide transport (GO:0070729)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	LRRC8C
cytochrome complex assembly (GO:0017004)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	COX10
dendrite arborization (GO:0140059)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	SEMA3A
desmosome organization (GO:0002934)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	PKP2
detection of muscle stretch (GO:0035995)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	PTK2
DNA ligation (GO:0006266)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	TOP2A
endothelial cell morphogenesis (GO:0001886)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	MET
establishment of centrosome localization (GO:0051660)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	PARD3
exocrine system development (GO:0035272)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	IGSF3
gamma-delta T cell activation (GO:0046629)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	TCF7
gap junction assembly (GO:0016264)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	GJC1
gas homeostasis (GO:0033483)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	SOD2
glomerular epithelial cell development (GO:0072310)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	IQGAP1
glomerular visceral epithelial cell development (GO:0072015)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	IQGAP1
glutamine transport (GO:0006868)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	SLC1A4
glutathione catabolic process (GO:0006751)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	GGT5
Golgi disassembly (GO:0090166)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	GBF1
heart trabecula formation (GO:0060347)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	ADGRG6
intermediate filament bundle assembly (GO:0045110)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	PKP2
L-alanine transport (GO:0015808)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	SLC1A4
late nucleophagy (GO:0044805)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	ULK2
lysosomal microautophagy (GO:0016237)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	ULK2
marginal zone B cell differentiation (GO:0002315)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	PTK2B
membrane biogenesis (GO:0044091)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	TLCD2
mRNA transcription by RNA polymerase II (GO:0042789)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	C5AR1
negative regulation of centriole replication (GO:0046600)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	BRCA1
negative regulation of glycogen metabolic process (GO:0070874)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	PASK
negative regulation of heart rate (GO:0010459)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	SPX
negative regulation of intracellular transport (GO:0032387)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	CRYAB
negative regulation of lymphocyte differentiation (GO:0045620)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	SFRP1
negative regulation of meiotic nuclear division (GO:0045835)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	FBXO5
negative regulation of membrane protein ectodomain proteolysis (GO:0051045)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	ROCK1
negative regulation of nervous system process (GO:0031645)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	TNFRSF21
negative regulation of protein import (GO:1904590)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	CHP1
negative regulation of protein import into nucleus (GO:0042308)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	CHP1
negative regulation of retinoic acid receptor signaling pathway (GO:0048387)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	EZH2
negative regulation of steroid metabolic process (GO:0045939)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	NR0B1
negative regulation of type 2 immune response (GO:0002829)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	ANXA1
neuron projection arborization (GO:0140058)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	ROCK1
nose development (GO:0043584)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	STRA6
nucleobase biosynthetic process (GO:0046112)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	GMPS
nucleobase catabolic process (GO:0046113)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	DPYSL5
pexophagy (GO:0000425)	1/7	0.2333850370904932	0.5091751616738756	0	0	4.312051971326165	6.274318789107089	SQSTM1
